SG_UF;perfil_cluster;candidatos_cluster_uf;eleitos_cluster_uf;taxa_cluster_uf;candidatos_uf;eleitos_uf;taxa_uf;indice_vs_uf;delta_pp_vs_uf;participacao_candidatos_uf;participacao_eleitos_uf;patrimonio_mediano_cluster_uf
TO;Alto patrimônio - imobiliário + rural/agropecuário;37;10;0.2702702702702703;411;36;0.08759124087591241;3.085585585585586;18.267902939435785;0.09002433090024331;0.2777777777777778;2075149.73
SP;Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;78;15;0.19230769230769232;2528;160;0.06329113924050633;3.0384615384615383;12.901655306718599;0.030854430379746837;0.09375;2213440.4750000006
BA;Alto patrimônio - imobiliário + rural/agropecuário;42;13;0.30952380952380953;999;102;0.1021021021021021;3.0315126050420167;20.742170742170742;0.042042042042042045;0.12745098039215685;1183271.545
RJ;Alto patrimônio - imobiliário + financeiro;53;13;0.24528301886792453;1432;116;0.08100558659217877;3.0279765777488614;16.427743227574577;0.037011173184357544;0.11206896551724138;1430904.24
BA;Alto patrimônio - imobiliário + financeiro;26;8;0.3076923076923077;999;102;0.1021021021021021;3.013574660633484;20.55902055902056;0.026026026026026026;0.0784313725490196;1324788.53
RJ;Patrimônio médio-alto - imobiliário concentrado com financeiro e societário;41;10;0.24390243902439024;1432;116;0.08100558659217877;3.010933557611438;16.289685243221147;0.02863128491620112;0.08620689655172414;482549.04
SP;Alto patrimônio - imobiliário + financeiro;139;26;0.18705035971223022;2528;160;0.06329113924050633;2.9553956834532373;12.375922047172388;0.054984177215189875;0.1625;1293907.39
MG;Alto patrimônio - imobiliário + societário com societário e financeiro;94;22;0.23404255319148937;1668;133;0.07973621103117506;2.9352103663413853;15.43063421603143;0.05635491606714628;0.16541353383458646;1626907.27
MG;Alto patrimônio - imobiliário + financeiro;49;11;0.22448979591836735;1668;133;0.07973621103117506;2.8154058615927573;14.475358488719229;0.029376498800959234;0.08270676691729323;1163000.0
SC;Alto patrimônio - imobiliário + financeiro;34;7;0.20588235294117646;752;56;0.07446808510638298;2.764705882352941;13.141426783479348;0.04521276595744681;0.125;1239574.57
RN;Alto patrimônio - imobiliário + societário com societário e financeiro;26;7;0.2692307692307692;356;35;0.09831460674157304;2.738461538461538;17.091616248919618;0.07303370786516854;0.2;1390018.3050000002
SC;Alto patrimônio - imobiliário + societário com societário e financeiro;55;11;0.2;752;56;0.07446808510638298;2.685714285714286;12.553191489361703;0.07313829787234043;0.19642857142857142;1796246.12
AM;Alto patrimônio - imobiliário + societário com societário e financeiro;35;8;0.22857142857142856;398;34;0.08542713567839195;2.6756302521008406;14.314429289303659;0.08793969849246232;0.23529411764705882;1440884.11
PE;Alto patrimônio - imobiliário + societário com societário e financeiro;36;12;0.3333333333333333;572;72;0.1258741258741259;2.648148148148148;20.745920745920742;0.06293706293706294;0.16666666666666666;1336093.83
RS;Alto patrimônio - imobiliário + rural/agropecuário;25;6;0.24;975;90;0.09230769230769231;2.5999999999999996;14.769230769230768;0.02564102564102564;0.06666666666666667;1229640.51
