SG_UF;perfil_cluster;candidatos_cluster_uf;eleitos_cluster_uf;taxa_cluster_uf;candidatos_uf;eleitos_uf;taxa_uf;indice_vs_uf;delta_pp_vs_uf;participacao_candidatos_uf;participacao_eleitos_uf;patrimonio_mediano_cluster_uf
BA;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;58;2;0.034482758620689655;999;102;0.1021021021021021;0.33772819472616633;-6.761934348141245;0.05805805805805806;0.0196078431372549;409017.9
MG;Baixo patrimônio - veicular concentrado com financeiro e societário;40;1;0.025;1668;133;0.07973621103117506;0.31353383458646616;-5.473621103117506;0.023980815347721823;0.007518796992481203;49361.425
RJ;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;79;2;0.02531645569620253;1432;116;0.08100558659217877;0.31252728066346575;-5.568913089597624;0.055167597765363126;0.017241379310344827;193000.0
PB;Baixo patrimônio - imobiliário concentrado;27;1;0.037037037037037035;413;51;0.1234866828087167;0.2999273783587509;-8.644964577167967;0.06537530266343826;0.0196078431372549;50000.0
SC;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;45;1;0.022222222222222223;752;56;0.07446808510638298;0.29841269841269846;-5.2245862884160745;0.0598404255319149;0.017857142857142856;218000.0
MG;Baixo patrimônio - imobiliário concentrado;43;1;0.023255813953488372;1668;133;0.07973621103117506;0.2916593810106662;-5.648039707768669;0.02577937649880096;0.007518796992481203;77000.0
RS;Baixo patrimônio - veicular concentrado com financeiro e societário;39;1;0.02564102564102564;975;90;0.09230769230769231;0.27777777777777773;-6.666666666666668;0.04;0.011111111111111112;38188.43
MT;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;37;1;0.02702702702702703;380;37;0.09736842105263158;0.2775748721694668;-7.034139402560455;0.09736842105263158;0.02702702702702703;193000.0
RS;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;118;3;0.025423728813559324;975;90;0.09230769230769231;0.2754237288135593;-6.688396349413299;0.12102564102564102;0.03333333333333333;35000.0
MT;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;38;1;0.02631578947368421;380;37;0.09736842105263158;0.2702702702702703;-7.105263157894736;0.1;0.02702702702702703;30000.0
MS;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;42;1;0.023809523809523808;394;36;0.09137055837563451;0.2605820105820106;-6.75610345661107;0.1065989847715736;0.027777777777777776;28000.0
RJ;Baixo patrimônio - veicular concentrado com financeiro e societário;48;1;0.020833333333333332;1432;116;0.08100558659217877;0.257183908045977;-6.017225325884544;0.0335195530726257;0.008620689655172414;56633.895000000004
PE;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;32;1;0.03125;572;72;0.1258741258741259;0.24826388888888887;-9.462412587412588;0.055944055944055944;0.013888888888888888;500500.0
PE;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;32;1;0.03125;572;72;0.1258741258741259;0.24826388888888887;-9.462412587412588;0.055944055944055944;0.013888888888888888;200000.0
MA;Patrimônio médio-alto - imobiliário concentrado com societário e dinheiro em espécie;37;1;0.02702702702702703;575;63;0.10956521739130434;0.2466752466752467;-8.253819036427732;0.06434782608695652;0.015873015873015872;450000.0
RO;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;56;1;0.017857142857142856;454;33;0.07268722466960352;0.24567099567099568;-5.483008181246066;0.12334801762114538;0.030303030303030304;37500.0
PR;Baixo patrimônio - financeiro concentrado;57;1;0.017543859649122806;1154;86;0.07452339688041594;0.2354141166870665;-5.697953723129314;0.049393414211438474;0.011627906976744186;9389.45
SP;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;135;2;0.014814814814814815;2528;160;0.06329113924050633;0.23407407407407407;-4.847632442569152;0.053401898734177215;0.0125;450388.56
MA;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;39;1;0.02564102564102564;575;63;0.10956521739130434;0.23402523402523404;-8.392419175027872;0.06782608695652174;0.015873015873015872;195000.0
SP;Patrimônio médio-alto - imobiliário + veicular com veicular e societário;69;1;0.014492753623188406;2528;160;0.06329113924050633;0.2289855072463768;-4.879838561731793;0.027294303797468354;0.00625;462840.44
RS;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;51;1;0.0196078431372549;975;90;0.09230769230769231;0.21241830065359477;-7.269984917043741;0.052307692307692305;0.011111111111111112;180000.0
MA;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;44;1;0.022727272727272728;575;63;0.10956521739130434;0.20743145743145744;-8.68379446640316;0.07652173913043478;0.015873015873015872;200000.0
PE;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;39;1;0.02564102564102564;572;72;0.1258741258741259;0.20370370370370366;-10.023310023310025;0.06818181818181818;0.013888888888888888;210000.0
BA;Patrimônio médio-alto - imobiliário concentrado com societário e dinheiro em espécie;49;1;0.02040816326530612;999;102;0.1021021021021021;0.1998799519807923;-8.169393883679598;0.04904904904904905;0.00980392156862745;460000.0
PB;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;41;1;0.024390243902439025;413;51;0.1234866828087167;0.19751315160210425;-9.909643890627768;0.09927360774818401;0.0196078431372549;160000.0
CE;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;46;1;0.021739130434782608;611;71;0.11620294599018004;0.18707899571341088;-9.446381555539743;0.07528641571194762;0.014084507042253521;203665.405
SP;Patrimônio médio-alto - imobiliário concentrado com societário e dinheiro em espécie;86;1;0.011627906976744186;2528;160;0.06329113924050633;0.18372093023255812;-5.166323226376215;0.03401898734177215;0.00625;450000.0
PB;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;46;1;0.021739130434782608;413;51;0.1234866828087167;0.17604433077578857;-10.17475523739341;0.11138014527845036;0.0196078431372549;195531.0
RJ;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;150;2;0.013333333333333334;1432;116;0.08100558659217877;0.1645977011494253;-6.767225325884543;0.10474860335195531;0.017241379310344827;30000.0
GO;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;78;1;0.01282051282051282;766;60;0.0783289817232376;0.16367521367521368;-6.550846890272479;0.10182767624020887;0.016666666666666666;31206.0
BA;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;60;1;0.016666666666666666;999;102;0.1021021021021021;0.16323529411764706;-8.543543543543544;0.06006006006006006;0.00980392156862745;197650.0
MG;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;231;3;0.012987012987012988;1668;133;0.07973621103117506;0.16287471926569672;-6.6749198044162075;0.13848920863309352;0.022556390977443608;28000.0
BA;Baixo patrimônio - imobiliário concentrado;67;1;0.014925373134328358;999;102;0.1021021021021021;0.14618086040386302;-8.717672896777374;0.06706706706706707;0.00980392156862745;50000.0
BA;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;67;1;0.014925373134328358;999;102;0.1021021021021021;0.14618086040386302;-8.717672896777374;0.06706706706706707;0.00980392156862745;194500.0
PA;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;70;1;0.014285714285714285;556;58;0.10431654676258993;0.13694581280788176;-9.003083247687565;0.12589928057553956;0.017241379310344827;34500.0
MG;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;111;1;0.009009009009009009;1668;133;0.07973621103117506;0.11298516561674456;-7.072720202216605;0.06654676258992806;0.007518796992481203;200000.0
BA;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;125;1;0.008;999;102;0.1021021021021021;0.07835294117647058;-9.41021021021021;0.12512512512512514;0.00980392156862745;32457.0
SP;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;220;1;0.004545454545454545;2528;160;0.06329113924050633;0.07181818181818181;-5.874568469505179;0.08702531645569621;0.00625;25000.0
DF;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;84;0;0.0;606;34;0.056105610561056105;0.0;-5.6105610561056105;0.13861386138613863;0.0;38000.0
DF;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;43;0;0.0;606;34;0.056105610561056105;0.0;-5.6105610561056105;0.07095709570957096;0.0;217875.32
SP;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;111;0;0.0;2528;160;0.06329113924050633;0.0;-6.329113924050633;0.043908227848101264;0.0;210000.0
SP;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;106;0;0.0;2528;160;0.06329113924050633;0.0;-6.329113924050633;0.041930379746835444;0.0;194577.0
SP;Baixo patrimônio - outros ativos diversificado;95;0;0.0;2528;160;0.06329113924050633;0.0;-6.329113924050633;0.03757911392405063;0.0;1.0
SP;Baixo patrimônio - imobiliário concentrado;70;0;0.0;2528;160;0.06329113924050633;0.0;-6.329113924050633;0.027689873417721517;0.0;56039.2
SP;Patrimônio médio-baixo - societário + veicular;48;0;0.0;2528;160;0.06329113924050633;0.0;-6.329113924050633;0.0189873417721519;0.0;168150.675
SP;Baixo patrimônio - imobiliário + veicular;38;0;0.0;2528;160;0.06329113924050633;0.0;-6.329113924050633;0.015031645569620253;0.0;75833.33499999999
SP;Patrimônio médio-baixo - veicular concentrado;26;0;0.0;2528;160;0.06329113924050633;0.0;-6.329113924050633;0.010284810126582278;0.0;139699.23
RO;Baixo patrimônio - dinheiro em espécie concentrado;29;0;0.0;454;33;0.07268722466960352;0.0;-7.268722466960352;0.06387665198237885;0.0;4500.0
SC;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;80;0;0.0;752;56;0.07446808510638298;0.0;-7.446808510638298;0.10638297872340426;0.0;40000.0
SC;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;36;0;0.0;752;56;0.07446808510638298;0.0;-7.446808510638298;0.047872340425531915;0.0;200000.0
SC;Patrimônio médio-alto - imobiliário concentrado com societário e dinheiro em espécie;33;0;0.0;752;56;0.07446808510638298;0.0;-7.446808510638298;0.043882978723404256;0.0;450000.0
SC;Patrimônio médio-baixo - imobiliário + veicular;26;0;0.0;752;56;0.07446808510638298;0.0;-7.446808510638298;0.034574468085106384;0.0;194099.35499999998
PR;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;145;0;0.0;1154;86;0.07452339688041594;0.0;-7.452339688041594;0.12564991334488734;0.0;32178.0
PR;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;69;0;0.0;1154;86;0.07452339688041594;0.0;-7.452339688041594;0.05979202772963605;0.0;186373.3
PR;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;65;0;0.0;1154;86;0.07452339688041594;0.0;-7.452339688041594;0.05632582322357019;0.0;448000.0
PR;Baixo patrimônio - dinheiro em espécie concentrado;64;0;0.0;1154;86;0.07452339688041594;0.0;-7.452339688041594;0.05545927209705372;0.0;10000.0
PR;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;62;0;0.0;1154;86;0.07452339688041594;0.0;-7.452339688041594;0.053726169844020795;0.0;200000.0
PR;Baixo patrimônio - veicular concentrado com financeiro e societário;32;0;0.0;1154;86;0.07452339688041594;0.0;-7.452339688041594;0.02772963604852686;0.0;47983.0
PR;Baixo patrimônio - societário concentrado;28;0;0.0;1154;86;0.07452339688041594;0.0;-7.452339688041594;0.024263431542461005;0.0;47183.5
GO;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;65;0;0.0;766;60;0.0783289817232376;0.0;-7.83289817232376;0.08485639686684072;0.0;194861.29
GO;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;50;0;0.0;766;60;0.0783289817232376;0.0;-7.83289817232376;0.06527415143603134;0.0;190000.0
GO;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;48;0;0.0;766;60;0.0783289817232376;0.0;-7.83289817232376;0.06266318537859007;0.0;452850.0
MG;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;95;0;0.0;1668;133;0.07973621103117506;0.0;-7.973621103117506;0.05695443645083933;0.0;200000.0
MG;Patrimônio médio-baixo - rural/agropecuário + imobiliário;30;0;0.0;1668;133;0.07973621103117506;0.0;-7.973621103117506;0.017985611510791366;0.0;201500.0
MG;Baixo patrimônio - societário concentrado;25;0;0.0;1668;133;0.07973621103117506;0.0;-7.973621103117506;0.01498800959232614;0.0;15000.0
RJ;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;76;0;0.0;1432;116;0.08100558659217877;0.0;-8.100558659217876;0.05307262569832402;0.0;435000.0
RJ;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;60;0;0.0;1432;116;0.08100558659217877;0.0;-8.100558659217876;0.04189944134078212;0.0;209938.0
RJ;Alto patrimônio - imobiliário concentrado com veicular e outros ativos;40;0;0.0;1432;116;0.08100558659217877;0.0;-8.100558659217876;0.027932960893854747;0.0;1210000.0
RJ;Patrimônio médio-baixo - veicular concentrado;26;0;0.0;1432;116;0.08100558659217877;0.0;-8.100558659217876;0.018156424581005588;0.0;136100.0
AM;Baixo patrimônio - dinheiro em espécie concentrado;43;0;0.0;398;34;0.08542713567839195;0.0;-8.542713567839195;0.10804020100502512;0.0;3500.0
AM;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;37;0;0.0;398;34;0.08542713567839195;0.0;-8.542713567839195;0.09296482412060302;0.0;30000.0
AM;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;33;0;0.0;398;34;0.08542713567839195;0.0;-8.542713567839195;0.0829145728643216;0.0;200000.0
AM;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;25;0;0.0;398;34;0.08542713567839195;0.0;-8.542713567839195;0.06281407035175879;0.0;172000.0
TO;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;38;0;0.0;411;36;0.08759124087591241;0.0;-8.75912408759124;0.09245742092457421;0.0;28000.0
TO;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;30;0;0.0;411;36;0.08759124087591241;0.0;-8.75912408759124;0.072992700729927;0.0;163500.0
TO;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;25;0;0.0;411;36;0.08759124087591241;0.0;-8.75912408759124;0.06082725060827251;0.0;160000.0
MS;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;27;0;0.0;394;36;0.09137055837563451;0.0;-9.137055837563452;0.06852791878172589;0.0;172165.59
MT;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;32;0;0.0;380;37;0.09736842105263158;0.0;-9.736842105263158;0.08421052631578947;0.0;473000.0
RN;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;51;0;0.0;356;35;0.09831460674157304;0.0;-9.831460674157304;0.14325842696629212;0.0;23000.0
RR;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;66;0;0.0;343;34;0.09912536443148688;0.0;-9.912536443148689;0.1924198250728863;0.0;20500.0
RR;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;26;0;0.0;343;34;0.09912536443148688;0.0;-9.912536443148689;0.07580174927113703;0.0;205000.0
SE;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;31;0;0.0;322;32;0.09937888198757763;0.0;-9.937888198757763;0.09627329192546584;0.0;179000.0
BA;Baixo patrimônio - dinheiro em espécie concentrado;29;0;0.0;999;102;0.1021021021021021;0.0;-10.21021021021021;0.02902902902902903;0.0;10000.0
PA;Baixo patrimônio - imobiliário concentrado;35;0;0.0;556;58;0.10431654676258993;0.0;-10.431654676258994;0.06294964028776978;0.0;60000.0
PA;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;30;0;0.0;556;58;0.10431654676258993;0.0;-10.431654676258994;0.0539568345323741;0.0;200000.0
PA;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;30;0;0.0;556;58;0.10431654676258993;0.0;-10.431654676258994;0.0539568345323741;0.0;174472.5
AP;Baixo patrimônio - imobiliário concentrado;26;0;0.0;267;28;0.10486891385767791;0.0;-10.486891385767791;0.09737827715355805;0.0;58000.0
MA;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;60;0;0.0;575;63;0.10956521739130434;0.0;-10.956521739130434;0.10434782608695652;0.0;38395.0
MA;Baixo patrimônio - imobiliário concentrado;49;0;0.0;575;63;0.10956521739130434;0.0;-10.956521739130434;0.08521739130434783;0.0;57868.9
AC;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;51;0;0.0;281;32;0.11387900355871886;0.0;-11.387900355871885;0.18149466192170818;0.0;30000.0
AC;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;27;0;0.0;281;32;0.11387900355871886;0.0;-11.387900355871885;0.09608540925266904;0.0;225000.0
CE;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;95;0;0.0;611;71;0.11620294599018004;0.0;-11.620294599018004;0.15548281505728315;0.0;23900.0
CE;Baixo patrimônio - imobiliário concentrado;26;0;0.0;611;71;0.11620294599018004;0.0;-11.620294599018004;0.0425531914893617;0.0;65000.0
PB;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;51;0;0.0;413;51;0.1234866828087167;0.0;-12.34866828087167;0.1234866828087167;0.0;37000.0
PB;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;31;0;0.0;413;51;0.1234866828087167;0.0;-12.34866828087167;0.07506053268765134;0.0;440000.0
PE;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;94;0;0.0;572;72;0.1258741258741259;0.0;-12.587412587412588;0.16433566433566432;0.0;35000.0
AL;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;33;0;0.0;239;39;0.16317991631799164;0.0;-16.317991631799163;0.13807531380753138;0.0;25000.0
PI;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;38;0;0.0;262;43;0.16412213740458015;0.0;-16.412213740458014;0.1450381679389313;0.0;32500.0
