perfil_cluster;SG_UF;candidatos_cluster_uf;candidatos_cluster_total;candidatos_uf;perc_cluster_na_uf;perc_uf_no_cluster
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;MG;111;1154;1668;0.09618717504332755;0.06654676258992806
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;SP;106;1154;2528;0.09185441941074524;0.041930379746835444
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;PR;69;1154;1154;0.05979202772963605;0.05979202772963605
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;GO;65;1154;766;0.05632582322357019;0.08485639686684072
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;BA;60;1154;999;0.05199306759098787;0.06006006006006006
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;RJ;60;1154;1432;0.05199306759098787;0.04189944134078212
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;RS;56;1154;975;0.04852686308492201;0.057435897435897436
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;CE;46;1154;611;0.03986135181975736;0.07528641571194762
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;PB;46;1154;413;0.03986135181975736;0.11138014527845036
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;SC;45;1154;752;0.0389948006932409;0.0598404255319149
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;DF;43;1154;606;0.03726169844020797;0.07095709570957096
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;MA;39;1154;575;0.033795493934142114;0.06782608695652174
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;PE;39;1154;572;0.033795493934142114;0.06818181818181818
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;MT;37;1154;380;0.032062391681109186;0.09736842105263158
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;ES;35;1154;481;0.030329289428076257;0.07276507276507277
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;SE;31;1154;322;0.026863084922010397;0.09627329192546584
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;PA;30;1154;556;0.025996533795493933;0.0539568345323741
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;TO;30;1154;411;0.025996533795493933;0.072992700729927
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;AP;28;1154;267;0.024263431542461005;0.10486891385767791
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;AC;27;1154;281;0.02339688041594454;0.09608540925266904
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;RO;26;1154;454;0.022530329289428077;0.05726872246696035
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;RR;26;1154;343;0.022530329289428077;0.07580174927113703
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;AM;25;1154;398;0.021663778162911613;0.06281407035175879
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;MS;25;1154;394;0.021663778162911613;0.06345177664974619
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;RN;20;1154;356;0.01733102253032929;0.056179775280898875
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;AL;17;1154;239;0.014731369150779897;0.07112970711297072
Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;PI;12;1154;262;0.010398613518197574;0.04580152671755725
Patrimônio médio-baixo - rural/agropecuário + imobiliário;MG;30;217;1668;0.1382488479262673;0.017985611510791366
Patrimônio médio-baixo - rural/agropecuário + imobiliário;BA;16;217;999;0.07373271889400922;0.016016016016016016
Patrimônio médio-baixo - rural/agropecuário + imobiliário;PR;15;217;1154;0.06912442396313365;0.012998266897746967
Patrimônio médio-baixo - rural/agropecuário + imobiliário;SP;15;217;2528;0.06912442396313365;0.005933544303797469
Patrimônio médio-baixo - rural/agropecuário + imobiliário;PE;14;217;572;0.06451612903225806;0.024475524475524476
Patrimônio médio-baixo - rural/agropecuário + imobiliário;RR;11;217;343;0.05069124423963134;0.03206997084548105
Patrimônio médio-baixo - rural/agropecuário + imobiliário;PB;10;217;413;0.04608294930875576;0.024213075060532687
Patrimônio médio-baixo - rural/agropecuário + imobiliário;AC;8;217;281;0.03686635944700461;0.028469750889679714
Patrimônio médio-baixo - rural/agropecuário + imobiliário;DF;8;217;606;0.03686635944700461;0.013201320132013201
Patrimônio médio-baixo - rural/agropecuário + imobiliário;CE;7;217;611;0.03225806451612903;0.011456628477905073
Patrimônio médio-baixo - rural/agropecuário + imobiliário;PI;7;217;262;0.03225806451612903;0.026717557251908396
Patrimônio médio-baixo - rural/agropecuário + imobiliário;RO;7;217;454;0.03225806451612903;0.015418502202643172
Patrimônio médio-baixo - rural/agropecuário + imobiliário;RS;7;217;975;0.03225806451612903;0.0071794871794871795
Patrimônio médio-baixo - rural/agropecuário + imobiliário;AP;6;217;267;0.027649769585253458;0.02247191011235955
Patrimônio médio-baixo - rural/agropecuário + imobiliário;ES;6;217;481;0.027649769585253458;0.012474012474012475
Patrimônio médio-baixo - rural/agropecuário + imobiliário;GO;6;217;766;0.027649769585253458;0.007832898172323759
Patrimônio médio-baixo - rural/agropecuário + imobiliário;PA;6;217;556;0.027649769585253458;0.01079136690647482
Patrimônio médio-baixo - rural/agropecuário + imobiliário;TO;6;217;411;0.027649769585253458;0.014598540145985401
Patrimônio médio-baixo - rural/agropecuário + imobiliário;SC;5;217;752;0.02304147465437788;0.006648936170212766
Patrimônio médio-baixo - rural/agropecuário + imobiliário;SE;5;217;322;0.02304147465437788;0.015527950310559006
Patrimônio médio-baixo - rural/agropecuário + imobiliário;RJ;4;217;1432;0.018433179723502304;0.002793296089385475
Patrimônio médio-baixo - rural/agropecuário + imobiliário;RN;4;217;356;0.018433179723502304;0.011235955056179775
Patrimônio médio-baixo - rural/agropecuário + imobiliário;AL;3;217;239;0.013824884792626729;0.012552301255230125
Patrimônio médio-baixo - rural/agropecuário + imobiliário;AM;3;217;398;0.013824884792626729;0.007537688442211055
Patrimônio médio-baixo - rural/agropecuário + imobiliário;MA;3;217;575;0.013824884792626729;0.0052173913043478265
Patrimônio médio-baixo - rural/agropecuário + imobiliário;MT;3;217;380;0.013824884792626729;0.007894736842105263
Patrimônio médio-baixo - rural/agropecuário + imobiliário;MS;2;217;394;0.009216589861751152;0.005076142131979695
Patrimônio médio-baixo - societário + veicular;SP;48;326;2528;0.147239263803681;0.0189873417721519
Patrimônio médio-baixo - societário + veicular;RJ;34;326;1432;0.10429447852760736;0.023743016759776536
Patrimônio médio-baixo - societário + veicular;MG;25;326;1668;0.07668711656441718;0.01498800959232614
Patrimônio médio-baixo - societário + veicular;RS;19;326;975;0.05828220858895705;0.019487179487179488
Patrimônio médio-baixo - societário + veicular;PR;18;326;1154;0.05521472392638037;0.01559792027729636
Patrimônio médio-baixo - societário + veicular;GO;16;326;766;0.049079754601226995;0.020887728459530026
Patrimônio médio-baixo - societário + veicular;BA;15;326;999;0.046012269938650305;0.015015015015015015
Patrimônio médio-baixo - societário + veicular;PA;15;326;556;0.046012269938650305;0.02697841726618705
Patrimônio médio-baixo - societário + veicular;AP;11;326;267;0.03374233128834356;0.04119850187265917
Patrimônio médio-baixo - societário + veicular;DF;11;326;606;0.03374233128834356;0.018151815181518153
Patrimônio médio-baixo - societário + veicular;ES;11;326;481;0.03374233128834356;0.02286902286902287
Patrimônio médio-baixo - societário + veicular;MA;11;326;575;0.03374233128834356;0.019130434782608695
Patrimônio médio-baixo - societário + veicular;RO;11;326;454;0.03374233128834356;0.024229074889867842
Patrimônio médio-baixo - societário + veicular;SC;11;326;752;0.03374233128834356;0.014627659574468085
Patrimônio médio-baixo - societário + veicular;AM;9;326;398;0.027607361963190184;0.022613065326633167
Patrimônio médio-baixo - societário + veicular;PE;8;326;572;0.024539877300613498;0.013986013986013986
Patrimônio médio-baixo - societário + veicular;RR;8;326;343;0.024539877300613498;0.023323615160349854
Patrimônio médio-baixo - societário + veicular;TO;8;326;411;0.024539877300613498;0.019464720194647202
Patrimônio médio-baixo - societário + veicular;AC;6;326;281;0.018404907975460124;0.021352313167259787
Patrimônio médio-baixo - societário + veicular;MS;6;326;394;0.018404907975460124;0.015228426395939087
Patrimônio médio-baixo - societário + veicular;AL;5;326;239;0.015337423312883436;0.02092050209205021
Patrimônio médio-baixo - societário + veicular;CE;5;326;611;0.015337423312883436;0.008183306055646482
Patrimônio médio-baixo - societário + veicular;RN;4;326;356;0.012269938650306749;0.011235955056179775
Patrimônio médio-baixo - societário + veicular;PB;3;326;413;0.009202453987730062;0.007263922518159807
Patrimônio médio-baixo - societário + veicular;PI;3;326;262;0.009202453987730062;0.011450381679389313
Patrimônio médio-baixo - societário + veicular;SE;3;326;322;0.009202453987730062;0.009316770186335404
Patrimônio médio-baixo - societário + veicular;MT;2;326;380;0.006134969325153374;0.005263157894736842
Patrimônio médio-baixo - veicular + financeiro;SP;63;360;2528;0.175;0.024920886075949368
Patrimônio médio-baixo - veicular + financeiro;RJ;38;360;1432;0.10555555555555556;0.02653631284916201
Patrimônio médio-baixo - veicular + financeiro;MG;36;360;1668;0.1;0.02158273381294964
Patrimônio médio-baixo - veicular + financeiro;PR;25;360;1154;0.06944444444444445;0.021663778162911613
Patrimônio médio-baixo - veicular + financeiro;RS;22;360;975;0.06111111111111111;0.022564102564102566
Patrimônio médio-baixo - veicular + financeiro;BA;18;360;999;0.05;0.018018018018018018
Patrimônio médio-baixo - veicular + financeiro;SC;18;360;752;0.05;0.023936170212765957
Patrimônio médio-baixo - veicular + financeiro;DF;14;360;606;0.03888888888888889;0.0231023102310231
Patrimônio médio-baixo - veicular + financeiro;GO;14;360;766;0.03888888888888889;0.018276762402088774
Patrimônio médio-baixo - veicular + financeiro;CE;13;360;611;0.03611111111111111;0.02127659574468085
Patrimônio médio-baixo - veicular + financeiro;PE;11;360;572;0.030555555555555555;0.019230769230769232
Patrimônio médio-baixo - veicular + financeiro;MA;9;360;575;0.025;0.01565217391304348
Patrimônio médio-baixo - veicular + financeiro;AM;8;360;398;0.022222222222222223;0.020100502512562814
Patrimônio médio-baixo - veicular + financeiro;ES;8;360;481;0.022222222222222223;0.016632016632016633
Patrimônio médio-baixo - veicular + financeiro;MS;8;360;394;0.022222222222222223;0.02030456852791878
Patrimônio médio-baixo - veicular + financeiro;RN;8;360;356;0.022222222222222223;0.02247191011235955
Patrimônio médio-baixo - veicular + financeiro;TO;8;360;411;0.022222222222222223;0.019464720194647202
Patrimônio médio-baixo - veicular + financeiro;RO;7;360;454;0.019444444444444445;0.015418502202643172
Patrimônio médio-baixo - veicular + financeiro;PI;6;360;262;0.016666666666666666;0.022900763358778626
Patrimônio médio-baixo - veicular + financeiro;AL;5;360;239;0.013888888888888888;0.02092050209205021
Patrimônio médio-baixo - veicular + financeiro;MT;5;360;380;0.013888888888888888;0.013157894736842105
Patrimônio médio-baixo - veicular + financeiro;AC;3;360;281;0.008333333333333333;0.010676156583629894
Patrimônio médio-baixo - veicular + financeiro;PA;3;360;556;0.008333333333333333;0.00539568345323741
Patrimônio médio-baixo - veicular + financeiro;PB;3;360;413;0.008333333333333333;0.007263922518159807
Patrimônio médio-baixo - veicular + financeiro;RR;3;360;343;0.008333333333333333;0.008746355685131196
Patrimônio médio-baixo - veicular + financeiro;SE;3;360;322;0.008333333333333333;0.009316770186335404
Patrimônio médio-baixo - veicular + financeiro;AP;1;360;267;0.002777777777777778;0.003745318352059925
Patrimônio médio-baixo - veicular concentrado;MG;37;364;1668;0.10164835164835165;0.022182254196642687
Patrimônio médio-baixo - veicular concentrado;RJ;26;364;1432;0.07142857142857142;0.018156424581005588
Patrimônio médio-baixo - veicular concentrado;SP;26;364;2528;0.07142857142857142;0.010284810126582278
Patrimônio médio-baixo - veicular concentrado;SC;20;364;752;0.054945054945054944;0.026595744680851064
Patrimônio médio-baixo - veicular concentrado;CE;18;364;611;0.04945054945054945;0.029459901800327332
Patrimônio médio-baixo - veicular concentrado;ES;18;364;481;0.04945054945054945;0.037422037422037424
Patrimônio médio-baixo - veicular concentrado;MA;18;364;575;0.04945054945054945;0.03130434782608696
Patrimônio médio-baixo - veicular concentrado;PA;17;364;556;0.046703296703296704;0.030575539568345324
Patrimônio médio-baixo - veicular concentrado;RS;17;364;975;0.046703296703296704;0.017435897435897435
Patrimônio médio-baixo - veicular concentrado;PE;15;364;572;0.04120879120879121;0.026223776223776224
Patrimônio médio-baixo - veicular concentrado;DF;14;364;606;0.038461538461538464;0.0231023102310231
Patrimônio médio-baixo - veicular concentrado;AM;13;364;398;0.03571428571428571;0.032663316582914576
Patrimônio médio-baixo - veicular concentrado;BA;13;364;999;0.03571428571428571;0.013013013013013013
Patrimônio médio-baixo - veicular concentrado;MT;13;364;380;0.03571428571428571;0.034210526315789476
Patrimônio médio-baixo - veicular concentrado;GO;11;364;766;0.03021978021978022;0.014360313315926894
Patrimônio médio-baixo - veicular concentrado;PR;11;364;1154;0.03021978021978022;0.009532062391681109
Patrimônio médio-baixo - veicular concentrado;SE;10;364;322;0.027472527472527472;0.031055900621118012
Patrimônio médio-baixo - veicular concentrado;AP;9;364;267;0.024725274725274724;0.033707865168539325
Patrimônio médio-baixo - veicular concentrado;PI;9;364;262;0.024725274725274724;0.03435114503816794
Patrimônio médio-baixo - veicular concentrado;RR;8;364;343;0.02197802197802198;0.023323615160349854
Patrimônio médio-baixo - veicular concentrado;AC;7;364;281;0.019230769230769232;0.02491103202846975
Patrimônio médio-baixo - veicular concentrado;RN;7;364;356;0.019230769230769232;0.019662921348314606
Patrimônio médio-baixo - veicular concentrado;MS;6;364;394;0.016483516483516484;0.015228426395939087
Patrimônio médio-baixo - veicular concentrado;TO;6;364;411;0.016483516483516484;0.014598540145985401
Patrimônio médio-baixo - veicular concentrado;AL;5;364;239;0.013736263736263736;0.02092050209205021
Patrimônio médio-baixo - veicular concentrado;PB;5;364;413;0.013736263736263736;0.012106537530266344
Patrimônio médio-baixo - veicular concentrado;RO;5;364;454;0.013736263736263736;0.011013215859030838
Patrimônio ultra-alto - créditos e direitos diversificado;PR;5;23;1154;0.21739130434782608;0.004332755632582322
Patrimônio ultra-alto - créditos e direitos diversificado;DF;3;23;606;0.13043478260869565;0.0049504950495049506
Patrimônio ultra-alto - créditos e direitos diversificado;SP;3;23;2528;0.13043478260869565;0.0011867088607594937
Patrimônio ultra-alto - créditos e direitos diversificado;GO;2;23;766;0.08695652173913043;0.0026109660574412533
Patrimônio ultra-alto - créditos e direitos diversificado;MG;2;23;1668;0.08695652173913043;0.001199040767386091
Patrimônio ultra-alto - créditos e direitos diversificado;SE;2;23;322;0.08695652173913043;0.006211180124223602
Patrimônio ultra-alto - créditos e direitos diversificado;CE;1;23;611;0.043478260869565216;0.0016366612111292963
Patrimônio ultra-alto - créditos e direitos diversificado;MS;1;23;394;0.043478260869565216;0.0025380710659898475
Patrimônio ultra-alto - créditos e direitos diversificado;PI;1;23;262;0.043478260869565216;0.003816793893129771
Patrimônio ultra-alto - créditos e direitos diversificado;RJ;1;23;1432;0.043478260869565216;0.0006983240223463687
Patrimônio ultra-alto - créditos e direitos diversificado;RS;1;23;975;0.043478260869565216;0.0010256410256410256
Patrimônio ultra-alto - créditos e direitos diversificado;SC;1;23;752;0.043478260869565216;0.0013297872340425532
Patrimônio ultra-alto - financeiro + societário;RO;4;37;454;0.10810810810810811;0.00881057268722467
Patrimônio ultra-alto - financeiro + societário;MG;3;37;1668;0.08108108108108109;0.0017985611510791368
Patrimônio ultra-alto - financeiro + societário;MT;3;37;380;0.08108108108108109;0.007894736842105263
Patrimônio ultra-alto - financeiro + societário;PR;3;37;1154;0.08108108108108109;0.0025996533795493936
Patrimônio ultra-alto - financeiro + societário;SP;3;37;2528;0.08108108108108109;0.0011867088607594937
Patrimônio ultra-alto - financeiro + societário;AM;2;37;398;0.05405405405405406;0.005025125628140704
Patrimônio ultra-alto - financeiro + societário;BA;2;37;999;0.05405405405405406;0.002002002002002002
Patrimônio ultra-alto - financeiro + societário;CE;2;37;611;0.05405405405405406;0.0032733224222585926
Patrimônio ultra-alto - financeiro + societário;PE;2;37;572;0.05405405405405406;0.0034965034965034965
Patrimônio ultra-alto - financeiro + societário;RN;2;37;356;0.05405405405405406;0.0056179775280898875
Patrimônio ultra-alto - financeiro + societário;SC;2;37;752;0.05405405405405406;0.0026595744680851063
Patrimônio ultra-alto - financeiro + societário;AP;1;37;267;0.02702702702702703;0.003745318352059925
Patrimônio ultra-alto - financeiro + societário;ES;1;37;481;0.02702702702702703;0.002079002079002079
Patrimônio ultra-alto - financeiro + societário;MA;1;37;575;0.02702702702702703;0.0017391304347826088
Patrimônio ultra-alto - financeiro + societário;PA;1;37;556;0.02702702702702703;0.0017985611510791368
Patrimônio ultra-alto - financeiro + societário;PB;1;37;413;0.02702702702702703;0.002421307506053269
Patrimônio ultra-alto - financeiro + societário;PI;1;37;262;0.02702702702702703;0.003816793893129771
Patrimônio ultra-alto - financeiro + societário;RJ;1;37;1432;0.02702702702702703;0.0006983240223463687
Patrimônio ultra-alto - financeiro + societário;RR;1;37;343;0.02702702702702703;0.0029154518950437317
Patrimônio ultra-alto - financeiro + societário;RS;1;37;975;0.02702702702702703;0.0010256410256410256
Patrimônio ultra-alto - imobiliário + outros ativos;SP;7;26;2528;0.2692307692307692;0.002768987341772152
Patrimônio ultra-alto - imobiliário + outros ativos;MG;4;26;1668;0.15384615384615385;0.002398081534772182
Patrimônio ultra-alto - imobiliário + outros ativos;PA;3;26;556;0.11538461538461539;0.00539568345323741
Patrimônio ultra-alto - imobiliário + outros ativos;MT;2;26;380;0.07692307692307693;0.005263157894736842
Patrimônio ultra-alto - imobiliário + outros ativos;TO;2;26;411;0.07692307692307693;0.004866180048661801
Patrimônio ultra-alto - imobiliário + outros ativos;BA;1;26;999;0.038461538461538464;0.001001001001001001
Patrimônio ultra-alto - imobiliário + outros ativos;DF;1;26;606;0.038461538461538464;0.0016501650165016502
Patrimônio ultra-alto - imobiliário + outros ativos;ES;1;26;481;0.038461538461538464;0.002079002079002079
Patrimônio ultra-alto - imobiliário + outros ativos;MA;1;26;575;0.038461538461538464;0.0017391304347826088
Patrimônio ultra-alto - imobiliário + outros ativos;PI;1;26;262;0.038461538461538464;0.003816793893129771
Patrimônio ultra-alto - imobiliário + outros ativos;RJ;1;26;1432;0.038461538461538464;0.0006983240223463687
Patrimônio ultra-alto - imobiliário + outros ativos;RO;1;26;454;0.038461538461538464;0.0022026431718061676
Patrimônio ultra-alto - imobiliário + outros ativos;SC;1;26;752;0.038461538461538464;0.0013297872340425532
Patrimônio ultra-alto - rural/agropecuário concentrado;TO;7;46;411;0.15217391304347827;0.0170316301703163
Patrimônio ultra-alto - rural/agropecuário concentrado;MT;5;46;380;0.10869565217391304;0.013157894736842105
Patrimônio ultra-alto - rural/agropecuário concentrado;MA;4;46;575;0.08695652173913043;0.006956521739130435
Patrimônio ultra-alto - rural/agropecuário concentrado;MG;4;46;1668;0.08695652173913043;0.002398081534772182
Patrimônio ultra-alto - rural/agropecuário concentrado;MS;4;46;394;0.08695652173913043;0.01015228426395939
Patrimônio ultra-alto - rural/agropecuário concentrado;PA;4;46;556;0.08695652173913043;0.007194244604316547
Patrimônio ultra-alto - rural/agropecuário concentrado;GO;3;46;766;0.06521739130434782;0.0039164490861618795
Patrimônio ultra-alto - rural/agropecuário concentrado;RJ;3;46;1432;0.06521739130434782;0.002094972067039106
Patrimônio ultra-alto - rural/agropecuário concentrado;AC;2;46;281;0.043478260869565216;0.0071174377224199285
Patrimônio ultra-alto - rural/agropecuário concentrado;AM;2;46;398;0.043478260869565216;0.005025125628140704
Patrimônio ultra-alto - rural/agropecuário concentrado;RS;2;46;975;0.043478260869565216;0.0020512820512820513
Patrimônio ultra-alto - rural/agropecuário concentrado;AL;1;46;239;0.021739130434782608;0.0041841004184100415
Patrimônio ultra-alto - rural/agropecuário concentrado;BA;1;46;999;0.021739130434782608;0.001001001001001001
Patrimônio ultra-alto - rural/agropecuário concentrado;PR;1;46;1154;0.021739130434782608;0.0008665511265164644
Patrimônio ultra-alto - rural/agropecuário concentrado;RO;1;46;454;0.021739130434782608;0.0022026431718061676
Patrimônio ultra-alto - rural/agropecuário concentrado;RR;1;46;343;0.021739130434782608;0.0029154518950437317
Patrimônio ultra-alto - rural/agropecuário concentrado;SP;1;46;2528;0.021739130434782608;0.00039556962025316455
Patrimônio ultra-alto - societário concentrado;MG;8;55;1668;0.14545454545454545;0.004796163069544364
Patrimônio ultra-alto - societário concentrado;GO;7;55;766;0.12727272727272726;0.009138381201044387
Patrimônio ultra-alto - societário concentrado;SP;6;55;2528;0.10909090909090909;0.0023734177215189874
Patrimônio ultra-alto - societário concentrado;MT;4;55;380;0.07272727272727272;0.010526315789473684
Patrimônio ultra-alto - societário concentrado;RJ;4;55;1432;0.07272727272727272;0.002793296089385475
Patrimônio ultra-alto - societário concentrado;SC;4;55;752;0.07272727272727272;0.005319148936170213
Patrimônio ultra-alto - societário concentrado;DF;3;55;606;0.05454545454545454;0.0049504950495049506
Patrimônio ultra-alto - societário concentrado;AP;2;55;267;0.03636363636363636;0.00749063670411985
Patrimônio ultra-alto - societário concentrado;PR;2;55;1154;0.03636363636363636;0.0017331022530329288
Patrimônio ultra-alto - societário concentrado;RN;2;55;356;0.03636363636363636;0.0056179775280898875
Patrimônio ultra-alto - societário concentrado;RO;2;55;454;0.03636363636363636;0.004405286343612335
Patrimônio ultra-alto - societário concentrado;RR;2;55;343;0.03636363636363636;0.0058309037900874635
Patrimônio ultra-alto - societário concentrado;CE;1;55;611;0.01818181818181818;0.0016366612111292963
Patrimônio ultra-alto - societário concentrado;MA;1;55;575;0.01818181818181818;0.0017391304347826088
Patrimônio ultra-alto - societário concentrado;MS;1;55;394;0.01818181818181818;0.0025380710659898475
Patrimônio ultra-alto - societário concentrado;PA;1;55;556;0.01818181818181818;0.0017985611510791368
Patrimônio ultra-alto - societário concentrado;PB;1;55;413;0.01818181818181818;0.002421307506053269
Patrimônio ultra-alto - societário concentrado;PE;1;55;572;0.01818181818181818;0.0017482517482517483
Patrimônio ultra-alto - societário concentrado;PI;1;55;262;0.01818181818181818;0.003816793893129771
Patrimônio ultra-alto - societário concentrado;RS;1;55;975;0.01818181818181818;0.0010256410256410256
Patrimônio ultra-alto - societário concentrado;TO;1;55;411;0.01818181818181818;0.0024330900243309003
