perfil_cluster;SG_UF;candidatos_cluster_uf;candidatos_cluster_total;candidatos_uf;perc_cluster_na_uf;perc_uf_no_cluster
Baixo patrimônio - imobiliário + veicular;DF;2;306;606;0.006535947712418301;0.0033003300330033004
Baixo patrimônio - imobiliário + veicular;MT;2;306;380;0.006535947712418301;0.005263157894736842
Baixo patrimônio - imobiliário concentrado;SP;70;718;2528;0.09749303621169916;0.027689873417721517
Baixo patrimônio - imobiliário concentrado;BA;67;718;999;0.09331476323119778;0.06706706706706707
Baixo patrimônio - imobiliário concentrado;RJ;53;718;1432;0.07381615598885793;0.037011173184357544
Baixo patrimônio - imobiliário concentrado;MA;49;718;575;0.06824512534818941;0.08521739130434783
Baixo patrimônio - imobiliário concentrado;MG;43;718;1668;0.05988857938718663;0.02577937649880096
Baixo patrimônio - imobiliário concentrado;PE;40;718;572;0.055710306406685235;0.06993006993006994
Baixo patrimônio - imobiliário concentrado;PA;35;718;556;0.04874651810584958;0.06294964028776978
Baixo patrimônio - imobiliário concentrado;PB;27;718;413;0.037604456824512536;0.06537530266343826
Baixo patrimônio - imobiliário concentrado;AP;26;718;267;0.036211699164345405;0.09737827715355805
Baixo patrimônio - imobiliário concentrado;CE;26;718;611;0.036211699164345405;0.0425531914893617
Baixo patrimônio - imobiliário concentrado;RN;24;718;356;0.033426183844011144;0.06741573033707865
Baixo patrimônio - imobiliário concentrado;PR;23;718;1154;0.03203342618384401;0.01993067590987868
Baixo patrimônio - imobiliário concentrado;RS;23;718;975;0.03203342618384401;0.02358974358974359
Baixo patrimônio - imobiliário concentrado;AM;22;718;398;0.03064066852367688;0.05527638190954774
Baixo patrimônio - imobiliário concentrado;SE;22;718;322;0.03064066852367688;0.06832298136645963
Baixo patrimônio - imobiliário concentrado;GO;21;718;766;0.02924791086350975;0.02741514360313316
Baixo patrimônio - imobiliário concentrado;ES;18;718;481;0.025069637883008356;0.037422037422037424
Baixo patrimônio - imobiliário concentrado;RO;18;718;454;0.025069637883008356;0.039647577092511016
Baixo patrimônio - imobiliário concentrado;PI;17;718;262;0.023676880222841225;0.0648854961832061
