estrato;SG_UF;perfil_cluster;candidatos_cluster_uf;eleitos_cluster_uf;taxa_cluster_uf;candidatos_estrato_uf;eleitos_estrato_uf;taxa_estrato_uf;indice_vs_estrato_uf;delta_pp_vs_estrato_uf;participacao_candidatos_estrato_uf;participacao_eleitos_estrato_uf;patrimonio_mediano_cluster_uf
04_alto;GO;Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;26;8;0.3076923076923077;209;34;0.16267942583732056;1.8914027149321269;14.501288185498714;0.12440191387559808;0.23529411764705882;2486466.0200000005
03_medio_alto;SC;Patrimônio médio-alto - imobiliário + veicular com veicular e financeiro;29;4;0.13793103448275862;204;15;0.07352941176470588;1.8758620689655172;6.440162271805273;0.14215686274509803;0.26666666666666666;528585.0599999999
02_medio_baixo;AP;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;25;4;0.16;82;7;0.08536585365853659;1.874285714285714;7.463414634146341;0.3048780487804878;0.5714285714285714;170000.0
03_medio_alto;PR;Patrimônio médio-alto - imobiliário concentrado com financeiro e societário;29;4;0.13793103448275862;236;18;0.07627118644067797;1.8084291187739463;6.1659848042080645;0.1228813559322034;0.2222222222222222;460253.64
03_medio_alto;SP;Patrimônio médio-alto - imobiliário + veicular com veicular e financeiro;135;18;0.13333333333333333;573;43;0.07504363001745201;1.7767441860465114;5.828970331588132;0.2356020942408377;0.4186046511627907;472376.83
03_medio_alto;ES;Patrimônio médio-alto - imobiliário concentrado com societário e dinheiro em espécie;25;4;0.16;122;11;0.09016393442622951;1.7745454545454544;6.983606557377049;0.20491803278688525;0.36363636363636365;503839.67
02_medio_baixo;SP;Patrimônio médio-baixo - veicular + financeiro;63;3;0.047619047619047616;521;14;0.026871401151631478;1.7721088435374148;2.0747646467416136;0.12092130518234165;0.21428571428571427;152389.0
01_baixo;SP;Baixo patrimônio - societário concentrado;65;2;0.03076923076923077;745;13;0.0174496644295302;1.763313609467456;1.331956633970057;0.087248322147651;0.15384615384615385;16000.0
03_medio_alto;MG;Patrimônio médio-alto - imobiliário concentrado com financeiro e societário;46;7;0.15217391304347827;401;35;0.08728179551122195;1.7434782608695651;6.489211753225632;0.11471321695760599;0.2;504214.86
04_alto;SC;Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;31;9;0.2903225806451613;203;34;0.16748768472906403;1.733396584440228;12.283489591609728;0.15270935960591134;0.2647058823529412;2894850.35
01_baixo;RS;Baixo patrimônio - financeiro concentrado;55;2;0.03636363636363636;284;6;0.02112676056338028;1.7212121212121212;1.523687580025608;0.1936619718309859;0.3333333333333333;3239.44
01_baixo;RJ;Baixo patrimônio - financeiro concentrado;120;8;0.06666666666666667;510;20;0.0392156862745098;1.7;2.7450980392156863;0.23529411764705882;0.4;5370.15
04_alto;GO;Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;29;8;0.27586206896551724;209;34;0.16267942583732056;1.695740365111562;11.318264312819668;0.13875598086124402;0.23529411764705882;3086048.41
03_medio_alto;RS;Patrimônio médio-alto - imobiliário concentrado com financeiro e societário;25;4;0.16;236;23;0.09745762711864407;1.6417391304347826;6.254237288135593;0.1059322033898305;0.17391304347826086;482936.68
03_medio_alto;RJ;Patrimônio médio-alto - imobiliário + veicular com veicular e societário;28;4;0.14285714285714285;303;27;0.0891089108910891;1.6031746031746033;5.374823196605375;0.0924092409240924;0.14814814814814814;476650.79000000004
02_medio_baixo;RS;Patrimônio médio-baixo - imobiliário + veicular;40;5;0.125;237;19;0.08016877637130802;1.5592105263157894;4.483122362869198;0.16877637130801687;0.2631578947368421;185701.72
04_alto;DF;Alto patrimônio - imobiliário + financeiro;31;4;0.12903225806451613;167;14;0.08383233532934131;1.5391705069124424;4.519992273517481;0.18562874251497005;0.2857142857142857;1302975.54
03_medio_alto;SP;Patrimônio médio-alto - rural/agropecuário + imobiliário;26;3;0.11538461538461539;573;43;0.07504363001745201;1.537567084078712;4.034098536716338;0.04537521815008726;0.06976744186046512;445860.925
02_medio_baixo;MG;Patrimônio médio-baixo - veicular + financeiro;36;2;0.05555555555555555;387;14;0.03617571059431524;1.5357142857142858;1.937984496124031;0.09302325581395349;0.14285714285714285;174678.215
04_alto;CE;Alto patrimônio - imobiliário + societário com societário e financeiro;38;15;0.39473684210526316;136;35;0.25735294117647056;1.5338345864661656;13.73839009287926;0.27941176470588236;0.42857142857142855;1633003.775
04_alto;BA;Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;38;16;0.42105263157894735;220;61;0.2772727272727273;1.518550474547023;14.377990430622006;0.17272727272727273;0.26229508196721313;2075178.01
04_alto;RJ;Alto patrimônio - imobiliário + financeiro;53;13;0.24528301886792453;309;50;0.16181229773462782;1.5158490566037737;8.34707211332967;0.1715210355987055;0.26;1430904.24
02_medio_baixo;RJ;Patrimônio médio-baixo - societário + veicular;34;3;0.08823529411764706;300;18;0.06;1.4705882352941178;2.8235294117647065;0.11333333333333333;0.16666666666666666;170000.0
03_medio_alto;BA;Patrimônio médio-alto - imobiliário + veicular com veicular e financeiro;26;4;0.15384615384615385;219;23;0.1050228310502283;1.4648829431438128;4.882332279592555;0.1187214611872146;0.17391304347826086;464915.615
04_alto;MG;Alto patrimônio - imobiliário + societário com societário e financeiro;94;22;0.23404255319148937;418;67;0.16028708133971292;1.4601460781200382;7.375547185177645;0.22488038277511962;0.3283582089552239;1626907.27
