SQ_CANDIDATO;valor_ativos_financeiros;valor_bens_luxo_colecao;valor_creditos_direitos;valor_dinheiro_especie;valor_direitos_intangiveis;valor_imoveis;valor_outros;valor_outros_atividade_profissional;valor_participacoes_societarias;valor_rural_agropecuario;valor_veiculos;patrimonio_total;perc_ativos_financeiros;perc_bens_luxo_colecao;perc_creditos_direitos;perc_dinheiro_especie;perc_direitos_intangiveis;perc_imoveis;perc_outros;perc_outros_atividade_profissional;perc_participacoes_societarias;perc_rural_agropecuario;perc_veiculos;qtd_bens;qtd_macros_presentes;indice_concentracao_macro;log_patrimonio_total;log_qtd_bens;SG_UF;log_valor_ativos_financeiros;log_valor_bens_luxo_colecao;log_valor_creditos_direitos;log_valor_dinheiro_especie;log_valor_direitos_intangiveis;log_valor_imoveis;log_valor_outros;log_valor_outros_atividade_profissional;log_valor_participacoes_societarias;log_valor_rural_agropecuario;log_valor_veiculos;estrato_base;subestrato_alto;estrato_final;cluster_final_codigo;perfil_patrimonial_final
10001595335;0;0;0;0;0;0;0;0;0;0;600000;600000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;1;1.0;13.304686600863562;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.304686600863562;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595336;0;0;0;0;0;4000000;0;0;0;0;1139000;5139000;0.0;0.0;0.0;0.0;0.0;0.7783615489394824;0.0;0.0;0.0;0.0;0.2216384510605176;3;2;0.6549703038559758;15.452369260564735;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;15.201805169084134;0.0;0.0;0.0;0.0;13.94566212039206;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595338;0;0;0;0;0;3000000;0;0;0;0;120000;3120000;0.0;0.0;0.0;0.0;0.0;0.9615384615384616;0.0;0.0;0.0;0.0;0.0384615384615384;2;2;0.9260355029585798;14.953343880298434;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;14.914123179965662;0.0;0.0;0.0;0.0;11.695255355062795;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595339;0;0;0;0;0;2500000;0;0;0;0;1000000;3500000;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.2857142857142857;2;2;0.5918367346938775;15.068273812173889;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;14.731801689838349;0.0;0.0;0.0;0.0;13.815511557963774;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595340;0;0;0;0;0;0;0;0;0;0;320000;320000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;1;1.0;12.676079399771028;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.676079399771027;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595342;0;0;0;0;0;2000000;0;0;0;0;250000;2250000;0.0;0.0;0.0;0.0;0.0;0.8888888888888888;0.0;0.0;0.0;0.0;0.1111111111111111;3;2;0.8024691358024691;14.626441218624947;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;14.508658238524095;0.0;0.0;0.0;0.0;12.429220196836383;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595343;0;0;0;0;0;1400000;0;0;0;0;0;1400000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;14.151983508870948;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;14.151983508870947;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001595344;0;0;0;0;0;0;0;0;0;9100000;150000;9250000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9837837837837838;0.0162162162162162;3;2;0.9680934989043096;16.04013421759671;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.02378508137718;11.918397239722838;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001595348;0;0;0;0;0;1500000;0;0;0;0;0;1500000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;14.220976332738882;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;14.220976332738882;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001595349;0;0;0;0;0;1500000;0;0;0;0;750000;2250000;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.3333333333333333;3;2;0.5555555555555556;14.626441218624947;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;14.220976332738882;0.0;0.0;0.0;0.0;13.527829818844937;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595351;0;0;0;0;0;1000000;0;0;0;0;0;1000000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;13.815511557963774;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;13.815511557963774;0.0;0.0;0.0;0.0;0.0;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001595352;0;0;0;0;0;1500000;0;0;0;0;1550000;3050000;0.0;0.0;0.0;0.0;0.0;0.4918032786885246;0.0;0.0;0.0;0.0;0.5081967213114754;3;2;0.500134372480516;14.930652476452392;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;14.220976332738882;0.0;0.0;0.0;0.0;14.253766134056512;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595354;0;0;0;0;0;0;0;0;0;0;100000;100000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;11.51293546492023;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.51293546492023;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595356;0;0;0;0;0;3500000;0;0;0;0;300000;3800000;0.0;0.0;0.0;0.0;0.0;0.9210526315789472;0.0;0.0;0.0;0.0;0.0789473684210526;3;2;0.8545706371191135;15.150511887854474;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;15.068273812173887;0.0;0.0;0.0;0.0;12.611541086966115;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001595357;0;0;0;0;0;0;0;0;0;0;600000;600000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;1;1.0;13.304686600863562;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.304686600863562;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595359;0;0;0;0;0;0;0;0;0;0;80000;80000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;11.289794413577894;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.289794413577894;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001595364;0;0;0;0;0;800000;0;0;0;0;400000;1200000;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.3333333333333333;2;2;0.5555555555555556;13.997832948091215;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;13.592368256649284;0.0;0.0;0.0;0.0;12.899222326086994;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001600522;0;0;0;0;0;500000;0;0;0;0;70000;570000;0.0;0.0;0.0;0.0;0.0;0.8771929824561403;0.0;0.0;0.0;0.0;0.1228070175438596;2;2;0.7845490920283162;13.25339339419516;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;13.122365377402328;0.0;0.0;0.0;0.0;11.156264806643742;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001601425;0;0;0;0;0;1900000;0;0;0;0;0;1900000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;14.45736497045232;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;14.45736497045232;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601426;0;0;0;0;0;1850000;0;0;0;0;450000;2300000;0.0;0.0;0.0;0.0;0.0;0.8043478260869565;0.0;0.0;0.0;0.0;0.1956521739130435;4;2;0.6852551984877127;14.648420115681892;1.6094379124341005;AC;0.0;0.0;0.0;0.0;0.0;14.430696737594902;0.0;0.0;0.0;0.0;13.017005083966255;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601427;3603312;0;0;0;0;0;0;0;0;0;2380720;5984032;0.6021545339329736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3978454660670263;4;2;0.520871097606126;15.604605313327127;1.6094379124341005;AC;15.09736425800814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.682913940946715;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
10001601428;0;0;0;0;0;500000;0;0;0;0;1200000;1700000;0.0;0.0;0.0;0.0;0.0;0.2941176470588235;0.0;0.0;0.0;0.0;0.7058823529411765;3;2;0.5847750865051904;14.346139397261563;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;13.122365377402328;0.0;0.0;0.0;0.0;13.997832948091215;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601429;0;0;0;0;0;900000;0;0;0;0;160000;1060000;0.0;0.0;0.0;0.0;0.0;0.8490566037735849;0.0;0.0;0.0;0.0;0.1509433962264151;3;2;0.743681025275899;13.87378040948403;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;13.710151153416941;0.0;0.0;0.0;0.0;11.982935344196433;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601430;0;0;0;0;0;4350000;0;0;0;0;0;4350000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;15.285686632949895;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;15.285686632949897;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601431;0;0;0;0;0;2000000;0;0;0;0;890000;2890000;0.0;0.0;0.0;0.0;0.0;0.6920415224913494;0.0;0.0;0.0;0.0;0.3079584775086505;2;2;0.5737598927215909;14.876767406109316;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;14.508658238524095;0.0;0.0;0.0;0.0;13.698977865303197;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601432;0;0;0;0;0;0;0;0;0;0;150000;150000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;11.918397239722838;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.918397239722838;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601434;0;0;0;0;0;4540000;0;0;0;0;0;4540000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;15.328437790281823;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;15.328437790281823;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601437;0;0;0;0;0;6000000;0;0;0;0;170000;6170000;0.0;0.0;0.0;0.0;0.0;0.9724473257698542;0.0;0.0;0.0;0.0;0.0275526742301458;4;2;0.9464129512541736;15.635209557956111;1.6094379124341005;AC;0.0;0.0;0.0;0.0;0.0;15.607270193858982;0.0;0.0;0.0;0.0;12.04355959836804;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601439;0;0;0;0;0;0;0;0;0;0;1539900;1539900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;14.24722868660911;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.24722868660911;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
10001601440;0;0;0;0;0;4300000;0;0;0;0;0;4300000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;15.274125813221904;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;15.274125813221904;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601441;0;0;0;0;0;500000;0;0;0;0;2070000;2570000;0.0;0.0;0.0;0.0;0.0;0.1945525291828793;0.0;0.0;0.0;0.0;0.8054474708171206;2;2;0.6865963148571514;14.759416845976386;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;13.122365377402328;0.0;0.0;0.0;0.0;14.543059648333223;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601442;0;0;0;0;0;1750000;0;0;0;1500000;170000;3420000;0.0;0.0;0.0;0.0;0.0;0.5116959064327485;0.0;0.0;0.0;0.4385964912280701;0.0497076023391812;4;3;0.4566704285079169;15.045151401436408;1.6094379124341005;AC;0.0;0.0;0.0;0.0;0.0;14.375126917328105;0.0;0.0;0.0;14.220976332738882;12.04355959836804;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001601443;0;0;0;0;0;0;0;0;0;0;300000;300000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;12.611541086966117;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.611541086966115;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601445;0;0;0;0;0;0;0;0;0;0;350000;350000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;12.765691290604371;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.765691290604371;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601531;0;0;0;0;0;3500000;0;0;0;0;0;3500000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;15.068273812173889;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;15.068273812173887;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601532;0;0;0;0;0;0;0;0;0;0;550000;550000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;13.21767537538882;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.217675375388819;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001601533;0;0;0;0;0;1500000;0;0;0;2500000;0;4000000;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.625;0.0;2;2;0.53125;15.201805169084134;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;14.220976332738882;0.0;0.0;0.0;14.731801689838349;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001601536;0;0;0;0;0;2500000;0;0;0;0;400000;2900000;0.0;0.0;0.0;0.0;0.0;0.8620689655172413;0.0;0.0;0.0;0.0;0.1379310344827586;2;2;0.7621878715814505;14.88022163978423;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;14.731801689838349;0.0;0.0;0.0;0.0;12.899222326086994;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601537;0;0;0;0;0;4000000;0;0;30000;0;960000;4990000;0.0;0.0;0.0;0.0;0.0;0.8016032064128257;0.0;0.0;0.0060120240480961;0.0;0.1923847695390781;3;3;0.6796157445150823;15.422946668128484;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;15.201805169084134;0.0;0.0;10.308985993422082;0.0;13.774689605110144;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
10001601539;0;0;0;0;0;4100000;0;0;0;0;260000;4360000;0.0;0.0;0.0;0.0;0.0;0.9403669724770642;0.0;0.0;0.0;0.0;0.0596330275229357;2;2;0.8878461408972309;15.28798284468299;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;15.226497775576945;0.0;0.0;0.0;0.0;12.468440756144114;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001601556;0;0;10410501;0;0;57414598;0;0;198000;22525000;3270000;93818099;0.0;0.0;0.1109647403962;0.0;0.0;0.6119778444881941;0.0;0.0;0.0021104669792978;0.2400922662054792;0.0348546819308287;22;5;0.445693654970665;18.356868359114006;3.1354942159291497;AC;0.0;0.0;16.158325662291098;0.0;0.0;17.865809166930468;0.0;0.0;12.19602736016897;16.93013640585379;15.000300848683787;Alto patrimônio;Alto patrimônio;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
10001601557;0;0;0;0;0;2000000;0;0;2790000;3000000;1000000;8790000;0.0;0.0;0.0;0.0;0.0;0.2275312855517633;0.0;0.0;0.3174061433447099;0.3412969283276451;0.1137656427758816;4;4;0.2819433604998958;15.989125383426996;1.6094379124341005;AC;0.0;0.0;0.0;0.0;0.0;14.508658238524095;0.0;0.0;14.841552512220423;14.914123179965662;13.815511557963774;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001601614;0;0;0;0;0;1180000;0;0;0;0;0;1180000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;13.981025843899117;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;13.981025843899115;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001601615;98704;0;306087;0;0;2700000;0;0;941170;7236899;1740000;13022860;0.0075792874990593;0.0;0.0235038232769145;0.0;0.0;0.2073277298535037;0.0;0.0;0.0722706072245267;0.5557073484626265;0.1336112036833691;9;6;0.3754803144275168;16.382216909468937;2.302585092994046;AC;11.499890882699768;0.0;12.631627921290173;0.0;0.0;14.80876270134486;0.0;0.0;13.754880123630947;15.79470349587246;14.36939624590319;Alto patrimônio;Alto patrimônio;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
10001601616;0;0;0;0;0;6500000;0;0;0;0;1480600;7980600;0.0;0.0;0.0;0.0;0.0;0.8144751021226474;0.0;0.0;0.0;0.0;0.1855248978773525;2;2;0.697789179710099;15.892524279873296;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;15.687312888712007;0.0;0.0;0.0;0.0;14.207958644392772;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606197;0;0;0;0;0;0;0;0;0;0;480000;480000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;13.081543466215235;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.081543466215237;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606199;0;0;0;0;0;0;0;0;0;8000000;0;8000000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;1;1.0;15.894952224644102;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.894952224644102;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
10001606200;0;0;0;0;0;7000000;0;0;0;0;50000;7050000;0.0;0.0;0.0;0.0;0.0;0.9929078014184396;0.0;0.0;0.0;0.0;0.0070921985815602;4;2;0.98591620139832;15.768538316632412;1.6094379124341005;AC;0.0;0.0;0.0;0.0;0.0;15.76142084987672;0.0;0.0;0.0;0.0;10.819798284210286;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606202;0;0;0;0;0;3000000;0;0;0;0;1595000;4595000;0.0;0.0;0.0;0.0;0.0;0.6528835690968444;0.0;0.0;0.0;0.0;0.3471164309031556;4;2;0.5467467713995792;15.340479531399756;1.6094379124341005;AC;0.0;0.0;0.0;0.0;0.0;14.914123179965662;0.0;0.0;0.0;0.0;14.282384921160133;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606205;0;0;0;0;0;0;0;0;0;0;350000;350000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;1;1.0;12.765691290604371;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.765691290604371;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606209;0;0;0;0;0;1800000;0;0;0;0;280000;2080000;0.0;0.0;0.0;0.0;0.0;0.8653846153846154;0.0;0.0;0.0;0.0;0.1346153846153846;3;2;0.7670118343195267;14.547878932446617;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;14.403297778421795;0.0;0.0;0.0;0.0;12.54254845357358;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001606211;0;0;0;0;0;0;0;0;0;0;100000;100000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;11.51293546492023;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.51293546492023;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606212;0;0;0;0;0;2000000;0;0;0;0;0;2000000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;14.508658238524095;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;14.508658238524095;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606216;0;0;0;0;0;700000;0;0;0;0;0;700000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;13.45883704259595;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;13.45883704259595;0.0;0.0;0.0;0.0;0.0;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001606217;0;0;0;0;0;1200000;0;0;0;0;0;1200000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;13.997832948091215;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;13.997832948091215;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606219;0;0;0;0;0;4350000;0;0;0;0;0;4350000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;1;1.0;15.285686632949895;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;15.285686632949897;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606220;0;0;0;0;0;800000;0;0;0;0;0;800000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;13.592368256649284;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;13.592368256649284;0.0;0.0;0.0;0.0;0.0;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001606307;0;0;0;0;0;0;0;0;0;0;125000;125000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;1;1.0;11.736077016252436;1.0986122886681096;AC;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.736077016252437;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001606495;0;0;0;0;0;300000;0;0;0;0;0;300000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;12.611541086966117;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;12.611541086966115;0.0;0.0;0.0;0.0;0.0;Baixo patrimônio;;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
10001606499;0;0;0;0;0;1300000;0;0;0;0;0;1300000;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;14.077875591662238;0.6931471805599453;AC;0.0;0.0;0.0;0.0;0.0;14.077875591662238;0.0;0.0;0.0;0.0;0.0;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
10001606500;0;0;0;0;0;1500000;0;0;0;0;160000;1660000;0.0;0.0;0.0;0.0;0.0;0.9036144578313252;0.0;0.0;0.0;0.0;0.0963855421686747;3;2;0.8258092611409493;14.322328762742185;1.3862943611198906;AC;0.0;0.0;0.0;0.0;0.0;14.220976332738882;0.0;0.0;0.0;0.0;11.982935344196433;Patrimônio intermediário;;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
