SQ_CANDIDATO;valor_ativos_financeiros;valor_bens_luxo_colecao;valor_creditos_direitos;valor_dinheiro_especie;valor_direitos_intangiveis;valor_imoveis;valor_outros;valor_outros_atividade_profissional;valor_participacoes_societarias;valor_rural_agropecuario;valor_veiculos;perc_ativos_financeiros;perc_bens_luxo_colecao;perc_creditos_direitos;perc_dinheiro_especie;perc_direitos_intangiveis;perc_imoveis;perc_outros;perc_outros_atividade_profissional;perc_participacoes_societarias;perc_rural_agropecuario;perc_veiculos;qtd_bens;qtd_macros_presentes;indice_concentracao_macro;patrimonio_total
100001614800;640087.55;0.0;0.0;0.0;0.0;1118000.0;0.0;0.0;95000.0;0.0;157000.0;0.3184376471562147;0.0;0.0;0.0;0.0;0.5561946791820087;0.0;0.0;0.04726162300741577;0.0;0.0781060506543608;8;4;0.41908927243488014;2010087.55
100001614802;9905.89;0.0;0.0;0.0;0.0;80000.0;0.0;0.0;0.0;1000000.0;70000.0;0.008540253209680658;0.0;0.0;0.0;0.0;0.06897111282019613;0.0;0.0;0.0;0.8621389102524517;0.06034972371767162;5;4;0.751755540052626;1159905.89
100001614803;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;600000.0;0.0;86000.0;0.1272264631043257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7633587786259542;0.0;0.10941475826972011;3;3;0.6108747871465663;786000.0
100001614804;0.0;0.0;0.0;0.0;0.0;35000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;35000.0
100001614805;18826.33;0.0;0.0;180374.29;0.0;0.0;0.0;0.0;0.0;0.0;188000.0;0.04862164218642006;0.0;0.0;0.46584194519110017;0.0;0.0;0.0;0.0;0.0;0.0;0.4855364126224798;4;3;0.45511838997063925;387200.62
100001614806;41673.94;0.0;0.0;150000.0;0.0;530000.0;0.0;0.0;0.0;0.0;200486.0;0.04519166165470168;0.0;0.0;0.16266158775016837;0.0;0.574737610050595;0.0;0.0;0.0;0.0;0.21740914054453506;11;4;0.4060911332115019;922159.94
100001614807;28341.17;0.0;7868.88;800000.0;0.0;4537039.3;0.0;0.0;0.0;1227000.0;0.0;0.004293954439766734;0.0;0.0011922095034182308;0.12120754195445663;0.0;0.6874042266297106;0.0;0.0;0.0;0.18590206747264784;0.0;30;5;0.5217952771138676;6600249.35
100001614808;0.0;0.0;0.0;0.0;0.0;510000.0;0.0;0.0;0.0;0.0;42000.0;0.0;0.0;0.0;0.0;0.0;0.9239130434782609;0.0;0.0;0.0;0.0;0.07608695652173914;4;2;0.8594045368620038;552000.0
100001614809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200000.0;0.0;40000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8333333333333334;0.0;0.16666666666666666;2;2;0.7222222222222223;240000.0
100001614810;2037.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16000.0;0.11294435943494556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8870556405650544;2;2;0.799624137786449;18037.2
100001614811;1217.05;0.0;0.0;0.0;0.0;300000.0;0.0;0.0;0.0;0.0;70000.0;0.0032785401424853733;0.0;0.0;0.0;0.0;0.8081525350196065;0.0;0.0;0.0;0.0;0.1885689248379082;3;3;0.6886795080986069;371217.05
100001614812;127.12;0.0;0.0;0.0;0.0;620000.0;0.0;0.0;0.0;0.0;0.0;0.00020499022845509482;0.0;0.0;0.0;0.0;0.9997950097715449;0.0;0.0;0.0;0.0;0.0;2;2;0.9995901035850774;620127.12
100001614813;0.0;0.0;0.0;0.0;0.0;90000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;90000.0
100001614815;0.0;0.0;0.0;0.0;0.0;400000.0;0.0;0.0;400000.0;0.0;120000.0;0.0;0.0;0.0;0.0;0.0;0.43478260869565216;0.0;0.0;0.43478260869565216;0.0;0.13043478260869565;3;3;0.3950850661625709;920000.0
100001614816;1004.3;0.0;0.0;0.0;0.0;480000.0;0.0;0.0;0.0;0.0;13000.0;0.002032978255452432;0.0;0.0;0.0;0.0;0.9716514613334337;0.0;0.0;0.0;0.0;0.026315560411113832;5;3;0.9448032040317353;494004.3
100001614817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;1;1.0;1000000.0
100001614964;8320.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;8320.91
100001614965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;56000.0
100001614966;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;335000.0;0.0;0.0;0.0;0.22988505747126436;0.0;0.0;0.0;0.0;0.0;0.0;0.7701149425287356;3;2;0.6459241643546043;435000.0
100001614968;3089.5;0.0;0.0;0.0;0.0;400000.0;0.0;0.0;0.0;500000.0;0.0;0.0034210341278466862;0.0;0.0;0.0;0.0;0.44292398483206813;0.0;0.0;0.0;0.5536549810400851;0.0;5;3;0.502727197844519;903089.5
100001614971;0.0;0.0;0.0;0.0;0.0;150000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;150000.0
100001614972;1045209.08;0.0;0.0;0.0;0.0;1465900.0;0.0;0.0;880000.0;0.0;0.0;0.30822042445181386;0.0;0.0;0.0;0.0;0.4322774541950152;0.0;0.0;0.25950212135317097;0.0;0.0;22;3;0.3492049784413756;3391109.08
100001614973;635168.3200000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;207385.0;0.0;0.0;0.7538612749161085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2461387250838914;0.0;0.0;7;2;0.628891093804064;842553.3200000001
100001614974;0.0;0.0;0.0;0.0;0.0;300000.0;0.0;0.0;0.0;0.0;120000.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.2857142857142857;2;2;0.5918367346938775;420000.0
100001614975;18220.45;0.0;0.0;0.0;0.0;631550.0;0.0;0.0;618000.0;39000.0;0.0;0.013943114492679263;0.0;0.0;0.0;0.0;0.4832906957759873;0.0;0.0;0.4729216213911173;0.029844568340216142;0.0;27;4;0.458309865304011;1306770.45
100001614976;338000.0;0.0;0.0;0.0;0.0;1475000.0;0.0;0.0;0.0;0.0;120000.0;0.17485773409208485;0.0;0.0;0.0;0.0;0.7630625969994826;0.0;0.0;0.0;0.0;0.062079668908432487;6;3;0.6166936394031937;1933000.0
100001614978;0.0;0.0;0.0;0.0;0.0;280000.0;0.0;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.9032258064516129;0.0;0.0;0.0;0.0;0.0967741935483871;3;2;0.8251821019771071;310000.0
100001614979;0.0;0.0;0.0;0.0;0.0;837026.0;0.0;0.0;1775000.0;0.0;135000.0;0.0;0.0;0.0;0.0;0.0;0.3047026129348612;0.0;0.0;0.6461533309113201;0.0;0.04914405615381871;9;3;0.5127729476323754;2747026.0
100001615464;0.0;0.0;0.0;0.0;0.0;290000.0;0.0;0.0;0.0;200000.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.5742574257425742;0.0;0.0;0.0;0.39603960396039606;0.0297029702970297;4;3;0.4875012253700617;505000.0
100001615465;278132.44;0.0;0.0;60000.0;0.0;2088433.52;0.0;0.0;2622836.43;0.0;0.0;0.05508224905007025;0.0;0.0;0.011882594288549065;0.0;0.413600136946107;0.0;0.0;0.5194350197152736;0.0;0.0;9;4;0.44405306319588533;5049402.390000001
100001615466;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;1.0;120000.0
100001615468;0.0;0.0;0.0;0.0;0.0;120000.0;0.0;0.0;20000.0;0.0;116000.0;0.0;0.0;0.0;0.0;0.0;0.46875;0.0;0.0;0.078125;0.0;0.453125;3;3;0.43115234375;256000.0
100001615469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;110000.0
100001615471;2983.6;0.0;0.0;70610.0;0.0;0.0;0.0;0.0;0.0;0.0;150000.0;0.013343852417958295;0.0;0.0;0.31579615874515193;0.0;0.0;0.0;0.0;0.0;0.0;0.6708599888368898;3;3;0.5499583968977774;223593.6
100001615473;0.0;0.0;0.0;0.0;0.0;700000.0;0.0;0.0;0.0;864280.0;180000.0;0.0;0.0;0.0;0.0;0.0;0.40131171600889765;0.0;0.0;0.0;0.4954938427316715;0.10319444125943082;4;3;0.41721433429785065;1744280.0
100001615475;0.0;0.0;0.0;15000.0;0.0;150000.0;0.0;0.0;0.0;150000.0;130000.0;0.0;0.0;0.0;0.033707865168539325;0.0;0.33707865168539325;0.0;0.0;0.0;0.33707865168539325;0.29213483146067415;4;4;0.3137230147708623;445000.0
100001615477;0.0;0.0;0.0;0.0;0.0;150000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;150000.0
100001615758;0.0;0.0;0.0;0.0;0.0;450000.0;0.0;0.0;0.0;750000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.625;0.0;2;2;0.53125;1200000.0
100001618097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;263250.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;1;1.0;263250.0
100001618098;0.0;0.0;0.0;0.0;0.0;250000.0;0.0;0.0;0.0;350000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.0;0.0;0.5833333333333334;0.0;2;2;0.513888888888889;600000.0
100001618100;517703.29000000004;0.0;47884.93;0.0;0.0;635000.0;66595.03;0.0;0.0;0.0;0.0;0.4085465065924758;0.0;0.03778848086888774;0.0;0.0;0.5011114217300456;0.052553590808590615;0.0;0.0;0.0;0.0;10;4;0.4222127542304786;1267183.2500000002
100001618101;0.0;0.0;0.0;0.0;0.0;400000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;400000.0
100001618103;0.0;0.0;573435.16;10000.0;0.0;1300000.0;0.0;0.0;0.0;0.0;280000.0;0.0;0.0;0.26505770572758924;0.004622278580329627;0.0;0.6008962154428515;0.0;0.0;0.0;0.0;0.12942380024922956;5;4;0.4481037346293418;2163435.16
100001618104;1058.19;0.0;0.0;0.0;0.0;390000.0;0.0;0.0;0.0;0.0;25000.0;0.0025433701954046383;0.0;0.0;0.0;0.0;0.937368881021186;0.0;0.0;0.0;0.0;0.06008774878340936;9;3;0.8822774253927193;416058.19
100001618107;0.0;0.0;0.0;0.0;0.0;400000.0;0.0;0.0;0.0;0.0;150000.0;0.0;0.0;0.0;0.0;0.0;0.7272727272727273;0.0;0.0;0.0;0.0;0.2727272727272727;2;2;0.6033057851239669;550000.0
100001618111;0.0;0.0;10000.0;0.0;0.0;440000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022222222222222223;0.0;0.0;0.9777777777777777;0.0;0.0;0.0;0.0;0.0;3;2;0.9565432098765432;450000.0
100001618113;79980.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;152500.0;0.0;0.0;0.3440320205284857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6559679794715144;0.0;0.0;7;2;0.5486520212408535;232480.86
100001619952;0.0;0.0;0.0;0.0;0.0;200000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;200000.0
100001619953;0.0;0.0;0.0;0.0;0.0;300000.0;0.0;0.0;0.0;0.0;5000.0;0.0;0.0;0.0;0.0;0.0;0.9836065573770492;0.0;0.0;0.0;0.0;0.01639344262295082;2;2;0.9677506046761624;305000.0
100001619954;0.0;0.0;0.0;0.0;0.0;480000.0;0.0;0.0;0.0;0.0;310500.0;0.0;0.0;0.0;0.0;0.0;0.6072106261859582;0.0;0.0;0.0;0.0;0.3927893738140417;4;2;0.5229882367343706;790500.0
100001619958;0.0;0.0;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;30000.0
100001619959;0.0;0.0;0.0;0.0;0.0;600000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;600000.0
100001619961;0.0;0.0;0.0;0.0;0.0;100000.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.8333333333333334;0.0;2;2;0.7222222222222223;600000.0
100001619965;168000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;600000.0;735000.0;0.0;0.11177644710578842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3992015968063872;0.48902195608782434;0.0;5;3;0.4109983625563245;1503000.0
100001619966;0.0;0.0;0.0;0.0;0.0;200000.0;0.0;0.0;0.0;0.0;54000.0;0.0;0.0;0.0;0.0;0.0;0.7874015748031497;0.0;0.0;0.0;0.0;0.2125984251968504;2;2;0.6651993303986609;254000.0
100001619968;0.0;0.0;0.0;0.0;0.0;250000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;250000.0
100001619969;0.0;0.0;0.0;0.0;0.0;290000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;1;1.0;290000.0
100001619970;105000.0;0.0;0.0;95000.0;0.0;164000.0;0.0;0.0;150000.0;0.0;83500.0;0.17573221757322174;0.0;0.0;0.1589958158995816;0.0;0.2744769874476987;0.0;0.0;0.2510460251046025;0.0;0.1397489539748954;7;5;0.2140529752630381;597500.0
100001619971;0.0;0.0;0.0;0.0;0.0;240000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;240000.0
100001619972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;75000.0
100001619973;0.0;0.0;0.0;0.0;0.0;40000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;40000.0
100001619975;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;15000.0
100001619976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4;1;1.0;37000.0
100001619977;115017.18;0.0;0.0;0.0;0.0;1375000.0;0.0;0.0;0.0;0.0;0.0;0.07719184821748162;0.0;0.0;0.0;0.0;0.9228081517825184;0.0;0.0;0.0;0.0;0.0;4;2;0.8575334664274983;1490017.18
100001619978;0.0;0.0;0.0;0.0;0.0;150000.0;0.0;0.0;50000.0;300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.1;0.6;0.0;3;3;0.45999999999999996;500000.0
100001620070;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0;60000.0;0.0;0.0;0.0;0.0;0.0;0.8928571428571429;0.0;0.0;0.0;0.0;0.10714285714285714;2;2;0.8086734693877551;560000.0
100001620071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;1.0;20000.0
100001620072;0.0;0.0;0.0;400000.0;0.0;1300000.0;0.0;0.0;0.0;0.0;380000.0;0.0;0.0;0.0;0.19230769230769232;0.0;0.625;0.0;0.0;0.0;0.0;0.18269230769230768;8;3;0.4609837278106509;2080000.0
100001620074;0.0;0.0;0.0;0.0;0.0;2000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;2000000.0
100001620075;54180.42;0.0;0.0;0.0;0.0;812704.27;0.0;0.0;0.0;0.0;115380.0;0.05515867622198656;0.0;0.0;0.0;0.0;0.8273780766770716;0.0;0.0;0.0;0.0;0.1174632471009418;6;3;0.7013945757479091;982264.6900000001
100001620076;0.0;0.0;0.0;0.0;0.0;380000.0;0.0;0.0;0.0;0.0;64000.0;0.0;0.0;0.0;0.0;0.0;0.8558558558558559;0.0;0.0;0.0;0.0;0.14414414414414414;2;2;0.7532667802938073;444000.0
100001620079;225154.13;0.0;0.0;100000.0;0.0;1548019.5899999999;0.0;0.0;3090000.0;373333.33;48990.0;0.04180749295926177;0.0;0.0;0.018568388223330286;0.0;0.2874422872444058;0.0;0.0;0.5737631961009059;0.06932198208148681;0.009096653390609508;35;6;0.41880821150758796;5385497.05
100001620080;0.0;0.0;0.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;26200.0;0.0;0.0;0.0;0.3640776699029126;0.0;0.0;0.0;0.0;0.0;0.0;0.6359223300970874;3;2;0.5369497596380433;41200.0
100001620081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;15000.0
100001620082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;42000.0
100001620083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;71000.0
100001620085;0.0;0.0;0.0;0.0;0.0;215000.0;0.0;0.0;0.0;0.0;35000.0;0.0;0.0;0.0;0.0;0.0;0.86;0.0;0.0;0.0;0.0;0.14;3;2;0.7591999999999999;250000.0
100001620087;0.0;0.0;37780.68;150000.0;0.0;500000.0;0.0;0.0;0.0;0.0;295000.0;0.0;0.0;0.03844263605181982;0.15262815300764765;0.0;0.5087605100254922;0.0;0.0;0.0;0.0;0.3001687009150404;7;4;0.3737116949275604;982780.6799999999
100001620092;0.0;0.0;0.0;0.0;0.0;200000.0;0.0;0.0;0.0;0.0;38000.0;0.0;0.0;0.0;0.0;0.0;0.8403361344537815;0.0;0.0;0.0;0.0;0.15966386554621848;3;2;0.7316573688298849;238000.0
100001620093;276378.88;22500.0;0.0;0.0;0.0;263946.55;0.0;0.0;0.0;68375.59;40900.0;0.41121627817199274;0.033477110330824976;0.0;0.0;0.0;0.39271856781291603;0.0;0.0;0.0;0.1017340964606779;0.06085394722358851;17;5;0.3385004471301176;672101.0199999999
100001620096;140000.0;0.0;0.0;90000.0;0.0;680000.0;0.0;0.0;0.0;25000.0;410000.0;0.10408921933085502;0.0;0.0;0.06691449814126393;0.0;0.5055762081784386;0.0;0.0;0.0;0.01858736059479554;0.3048327137546468;7;5;0.36418789126739537;1345000.0
100001620097;0.0;0.0;0.0;0.0;0.0;600000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;600000.0
100001620100;0.0;0.0;0.0;0.0;0.0;250000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;250000.0
100001632851;0.0;0.0;0.0;0.0;0.0;140000.0;73000.0;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.5761316872427984;0.3004115226337449;0.0;0.0;0.0;0.12345679012345678;7;3;0.4374163830039459;243000.0
100001632852;0.0;0.0;0.0;0.0;0.0;610000.0;0.0;0.0;0.0;350000.0;12000.0;0.0;0.0;0.0;0.0;0.0;0.6275720164609053;0.0;0.0;0.0;0.360082304526749;0.012345679012345678;6;3;0.5236583176683771;972000.0
100001632854;0.0;0.0;0.0;0.0;0.0;270000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;270000.0
100001632855;0.0;0.0;0.0;0.0;0.0;800000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;800000.0
100001632856;0.0;0.0;0.0;0.0;0.0;80000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;80000.0
100001632858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;30000.0
100001632859;0.0;0.0;0.0;0.0;0.0;5500000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;5500000.0
100001632865;400000.0;0.0;0.0;0.0;0.0;1900000.0;0.0;0.0;300000.0;18400000.0;0.0;0.01904761904761905;0.0;0.0;0.0;0.0;0.09047619047619047;0.0;0.0;0.014285714285714285;0.8761904761904762;0.0;18;4;0.7764625850340136;21000000.0
100001632867;0.0;0.0;0.0;0.0;0.0;40000.0;0.0;0.0;0.0;0.0;32380.0;0.0;0.0;0.0;0.0;0.0;0.5526388505111909;0.0;0.0;0.0;0.0;0.44736114948880906;2;2;0.505541697166279;72380.0
100001632868;0.0;0.0;0.0;0.0;0.0;300000.0;0.0;0.0;1137500.0;0.0;150000.0;0.0;0.0;0.0;0.0;0.0;0.1889763779527559;0.0;0.0;0.7165354330708661;0.0;0.09448818897637795;4;3;0.558063116126232;1587500.0
100001636777;194512.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;194512.99
100001638989;0.0;0.0;0.0;0.0;0.0;350000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;350000.0
100001638995;0.0;0.0;0.0;0.0;0.0;300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;300000.0
100001638997;0.0;0.0;0.0;0.0;0.0;0.0;157000.0;0.0;0.0;300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3435448577680525;0.0;0.0;0.6564551422319475;0.0;5;2;0.5489564230616378;457000.0
100001639639;406863.82;0.0;4472602.32;0.0;0.0;0.0;260689.98;0.0;2599419.08;7839163.05;1502406.76;0.02381946993376646;0.0;0.2618444089890669;0.0;0.0;0.0;0.015261856265922538;0.0;0.1521806107540328;0.4589366254668895;0.08795702859032165;32;6;0.31088098928628616;17081145.01
100001639640;144429.26;0.0;0.0;0.0;0.0;2167000.0;0.0;0.0;20000.0;85600.0;0.0;0.059754866186435836;0.0;0.0;0.0;0.0;0.8965551372762447;0.0;0.0;0.008274620556310518;0.03541537598100902;0.0;6;4;0.8087044764106118;2417029.26
100001648816;0.0;0.0;0.0;0.0;0.0;80000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;80000.0
100001648817;0.0;0.0;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;30000.0
100001648818;0.0;0.0;0.0;0.0;0.0;50000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;50000.0
100001648819;0.0;0.0;0.0;0.0;0.0;70000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;1;1.0;70000.0
100001648820;0.0;0.0;0.0;0.0;0.0;50000.0;0.0;0.0;0.0;0.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.0;0.375;2;2;0.53125;80000.0
100001648822;0.0;0.0;0.0;0.0;0.0;50000.0;0.0;0.0;0.0;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.2857142857142857;0.0;2;2;0.5918367346938775;70000.0
100001648823;595.64;0.0;0.0;0.0;0.0;115000.0;0.0;0.0;0.0;0.0;26000.0;0.004206626701217636;0.0;0.0;0.0;0.0;0.8121719002082267;0.0;0.0;0.0;0.0;0.1836214730905556;4;3;0.6933577365759909;141595.64
100001648824;0.0;0.0;0.0;0.0;0.0;700000.0;0.0;0.0;0.0;0.0;116000.0;0.0;0.0;0.0;0.0;0.0;0.8578431372549019;0.0;0.0;0.0;0.0;0.14215686274509803;3;2;0.7561034217608611;816000.0
100001648825;0.0;0.0;0.0;0.0;0.0;1900000.0;300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8636363636363636;0.13636363636363635;0.0;0.0;0.0;0.0;3;2;0.7644628099173554;2200000.0
100001648826;0.0;0.0;0.0;0.0;0.0;0.0;20000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;1;1.0;20000.0
100001648827;6478.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1.0;6478.89
100001648828;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;1.0;150000.0
100001648830;0.0;0.0;0.0;0.0;0.0;120000.0;0.0;0.0;0.0;0.0;25000.0;0.0;0.0;0.0;0.0;0.0;0.8275862068965517;0.0;0.0;0.0;0.0;0.1724137931034483;2;2;0.7146254458977408;145000.0
100001648831;0.0;0.0;0.0;0.0;0.0;175000.0;0.0;0.0;0.0;0.0;185000.0;0.0;0.0;0.0;0.0;0.0;0.4861111111111111;0.0;0.0;0.0;0.0;0.5138888888888888;8;2;0.5003858024691357;360000.0
100001648832;0.0;0.0;0.0;0.0;0.0;500000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;1;1.0;500000.0
